-15.560108550363283	NR2F2
15.097331740266574	FOXL1
13.940241985795316	FOXP3
-13.250907728171706	NR2F1
-12.468215470164372	NR4A1
11.804367455259538	FOXO4
11.13343137264206	FOXO6
-10.847465553123875	HNF4G
10.68401516471554	FOXG1
10.600285040563453	FOXI1
10.282265584803298	SP5
9.176011459959039	ZNF384
8.885769156720253	FOXO3
8.560715532938932	FOXD1
8.041126475678288	FOXN3
7.438964184752034	MAZ
-7.252934927666537	NR4A2
-6.822798335094663	ESRRB
6.498030252617022	FOXK2
6.434629902407881	FOXA3
6.0971602878776805	ZNF281
5.765815552421746	ZNF148
5.7491897474968034	NR2C1
5.608298648605119	KLF5
5.588759308768497	FOXP2
5.2946607739295946	MXI1
4.754410601294447	FOS
4.657478480096065	SRY
4.652457026635776	FOXA2
4.643467763558465	SOX10
